issue_key,issue_summary,issue_type,issue_status,issue_resolution,issue_components,issue_description,issue_priority,issue_affects_versions,issue_fix_versions,issue_labels,issue_votes,issue_watchers,issue_created_datetimetz,issue_updated_datetimetz,issue_resolution_datetimetz,issue_creator_id,issue_creator_name,issue_creator_timezone,issue_assignee_id,issue_assignee_name,issue_assignee_timezone,issue_reporter_id,issue_reporter_name,issue_reporter_timezone,project
CAMEL-515,BeanComponent does not copy headers,Bug,Done,Cannot Reproduce,camel-core,"The bean component doesn't seem to copy headers from the message and exchange across.

See forum topic:
http://www.nabble.com/Missing-Headers-in-pipline-with-bean-components-td17234481s22882.html

First we should have a junit test that demonstrates the bug before digging into fixing it. Anyone feel free to contribute the unit test.",Major,1.3.0,1.4.0,"",0,0,2008-05-15T04:07:43.000+0000,2008-07-06T06:29:23.000+0000,2008-06-06T11:30:26.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-514,Document - File component when its using file or directory names,Improvement,Done,Fixed,camel-core,"Yes I think we need to document it much better how Camel handles this file/folder stuff when its
- consuming files
- producing files

It's a bit confusing when Camel uses the unique message id for filename instead of the path from the URI. 
",Minor,1.3.0,1.4.0,"",0,0,2008-05-14T12:20:54.000+0000,2008-06-05T09:46:21.000+0000,2008-05-25T13:40:29.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-513,Allow automatic use of the osgi factory bean when creating a camel context from spring,New Feature,Done,Fixed,camel-spring,,Major,"",1.4.0,"",0,0,2008-05-14T09:26:06.000+0000,2008-07-11T04:21:45.000+0000,2008-05-14T09:27:05.000+0000,gnodet,Guillaume Nodet,Europe/Paris,gnodet,Guillaume Nodet,Europe/Paris,gnodet,Guillaume Nodet,Europe/Paris,camel
CAMEL-512,Add the spring configuration support of the Camel JMX,Task,Done,Fixed,camel-spring,"Current CamelContextFactoryBean do not handle the jmxAgent creation and we can't configure the JMX agent through the spring configuration file.
We need add this feature in the feature release of Camel.",Major,1.3.0,1.4.0,"",0,0,2008-05-14T09:14:40.000+0000,2008-06-05T09:27:12.000+0000,2008-05-16T15:10:32.000+0000,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,camel
CAMEL-511,A method ala afterPropertiesSet() for programmatic validation that the endpoint is configured correctly,New Feature,Done,Won't Fix,camel-core,"Currently the validation that certain properties is mandatory / optional and that they value is validated is handled ad-hoc by each endpoint or component.
There should be somekind of support from camel-core that creates these objects that it has a callback method to allow the programmer of the component/endpoint to do some programmatic validation that the endpoint is in a validate state before its let's loose on the playground.

In spring this method is named afterPropertiesSet() AFAIR. We could have a similar callback method in camel-core for this.

We could also start to use somekind of annotations to mark what properties the endpoint/component support and which is mandatory/optional - kinda like the stuff for the Camel DSL.
I think there is a ticket for this already.",Major,1.3.0,2.0-M1,"",0,0,2008-05-14T04:26:49.000+0000,2009-10-24T11:16:12.000+0000,2009-01-20T18:18:51.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,,,,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-510,Intermittent test failure in MultiCastAggregatorTest,Bug,Done,Fixed,camel-core,There is a race condition in the test that both in/out aggregators are aggregating the output.  It looks like the InAggregator should to make a copy of the exchange.  The attached patch also gets rid of a unused method.,Minor,1.3.0,1.4.0,"",0,0,2008-05-13T03:43:12.000+0000,2008-07-06T06:30:56.000+0000,2008-05-13T04:21:26.000+0000,wtam@iona.com,William Tam,Etc/UTC,davsclaus,Claus Ibsen,Europe/Berlin,wtam@iona.com,William Tam,Etc/UTC,camel
CAMEL-509,JMX Connector is not closed by InstrumentationAgentImpl.doStop(),Bug,Done,Fixed,camel-core,,Major,1.3.0,1.4.0,"",0,0,2008-05-12T20:58:18.000+0000,2008-07-10T19:59:06.000+0000,2008-05-13T02:01:04.000+0000,wtam@iona.com,William Tam,Etc/UTC,hadrian,Hadrian Zbarcea,America/New_York,wtam@iona.com,William Tam,Etc/UTC,camel
CAMEL-508,Some issues with creating MBeanServer,Bug,Done,Fixed,camel-core,"In InstrumentationAgentImpl.doStart(), the method createMBeanServer() is never get invoked if mbean server  is not injected because
the getMBeanServer() always return non-null (the getMBeanServer() method always returns the platform mbean server)

         if (getMBeanServer() == null) {
             // The MBeanServer was not injected
            createMBeanServer();
         }

A few side effects if not calling the createMBeanServer() method.
1. users always get platform mbean server
2. system properties processing in createMBeanServer() is bypassed
3. jmx connector is not created as it is created indirectly by the createMBeanServer() metthod.

I propose to invoke createMBeanServer() inside getMBeanServer() and update createMBeanServer() to read a property to determine when platform mbean should be use. (see attached patch)

",Major,"",1.4.0,"",0,0,2008-05-12T19:59:44.000+0000,2008-06-05T09:27:30.000+0000,2008-05-14T08:02:16.000+0000,wtam@iona.com,William Tam,Etc/UTC,njiang,Willem Jiang,Asia/Shanghai,wtam@iona.com,William Tam,Etc/UTC,camel
CAMEL-507,refactor Expression and Predicate to remove the generics,Improvement,Done,Fixed,"",They don't add any value and are just a PITA :). We zapped the generics on Processor and we should do the same for Expression & Predicate,Major,"",2.0-M1,"",1,0,2008-05-12T16:14:41.000+0000,2009-07-31T06:33:33.000+0000,2008-11-01T00:22:07.000+0000,jstrachan,James Strachan,Etc/UTC,hadrian,Hadrian Zbarcea,America/New_York,jstrachan,James Strachan,Etc/UTC,camel
CAMEL-506,provide better FactoryBeans for creating Endpoints in spring.xml files. Maybe adding them to the spring XSD,Improvement,Done,Won't Fix,"","e.g. doing things like

{code}
<fileEndpoint directory=""/foo/bar"" noop=""true""/>
<jmsEndpoint destination=""foo.bar""/>
{code}


",Major,"",Future,"",0,0,2008-05-12T16:12:44.000+0000,2010-02-07T09:54:14.000+0000,2009-11-21T12:19:06.000+0000,jstrachan,James Strachan,Etc/UTC,,,,jstrachan,James Strachan,Etc/UTC,camel
CAMEL-505,make it easier to create Endpoint instances nicely via Spring XML,Improvement,Done,Fixed,"","right now its a bit tricky creating Endpoint instances in a spring XML using the <bean><property> mechanism.

It'd be nice to be able to configure them more easily as...

{code}
<bean id=""foo"" class=""org.apache.camel.component.file.FileEndpoint"">
  <property name=""foo"" value=""bar""/> 
   ...
{code}

type stuff and have folks Spring IDE's smart complete stuff etc",Major,1.3.0,2.0-M1,"",0,0,2008-05-12T15:16:46.000+0000,2009-07-31T06:33:32.000+0000,2009-02-12T14:35:58.000+0000,jstrachan,James Strachan,Etc/UTC,davsclaus,Claus Ibsen,Europe/Berlin,jstrachan,James Strachan,Etc/UTC,camel
CAMEL-504,AtomProducer lacks to set several entries on the feed,Bug,Done,Fixed,camel-atom,"The AtomProducer that creates the feed does not set all needed entries such as author and other fields.

There is a TODO in the code:
// TODO categories, authors etc

Also we need an unit test that covers the producing part. We now only have the consuming.",Major,1.3.0,1.4.0,"",0,0,2008-05-12T14:00:11.000+0000,2008-05-16T04:52:24.000+0000,2008-05-16T04:52:24.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-503,camel-cxf has dependencies on test JARs in the compile scope,Bug,Done,Fixed,camel-cxf,"
Currently, the camel-cxf pom declares dependencies on two test JARs without specifying their scope:
   <dependency>
      <groupId>org.apache.camel</groupId>
      <artifactId>camel-core</artifactId>
      <type>test-jar</type>
    </dependency>

    <dependency>
      <groupId>org.apache.camel</groupId>
      <artifactId>camel-spring</artifactId>
      <type>test-jar</type>      
    </dependency>

This means that the scope defaults to ""compile"", and those test JARs are included with every compile, although they aren't really needed.

The fix would be to add a <scope>test</scope> element to both of these dependencies.",Major,1.3.0,1.4.0,"",0,0,2008-05-12T13:55:54.000+0000,2008-07-11T04:21:45.000+0000,2008-05-12T20:25:27.000+0000,andri,Andri Saar,Etc/UTC,hadrian,Hadrian Zbarcea,America/New_York,andri,Andri Saar,Etc/UTC,camel
CAMEL-502,spring ServerSessionFactory is @deprecated,Task,Done,Fixed,camel-jms,"org.springframework.jms.listener.serversession.ServerSessionFactory

 * @deprecated as of Spring 2.5, in favor of DefaultMessageListenerContainer
 * and JmsMessageEndpointManager. To be removed in Spring 3.0.

We should change Camel to use the new classes before Spring 3.0 starts rolling out so we can be compatible with Spring.
",Major,1.3.0;1.4.0;1.5.0,2.0-M1,"",0,0,2008-05-12T12:30:35.000+0000,2009-07-31T06:33:32.000+0000,2008-11-05T15:20:22.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-501,ScheduledPollConsumer swallows exceptions,Improvement,Done,Fixed,camel-core,"ScheduledPollConsumer.run() swallows any exception thrown from a polling consumer.

{code}
    /**
     * Invoked whenever we should be polled
     */
    public void run() {
        LOG.debug(""Starting to poll"");
        try {
            poll();
        } catch (Exception e) {
            LOG.warn(""Caught: "" + e, e);
        }
    }
{code}

See this forum
http://www.nabble.com/Re%3A-svn-commit%3A-r654414---in--activemq-camel-trunk-components-camel-mail-src%3A-main-java-org-apache-camel-component-mail--test-java-org-apache-camel-component-mail--td17121927s22882.html#a17122075

",Major,1.3.0,1.5.0,"",0,0,2008-05-11T08:06:50.000+0000,2009-01-15T12:14:34.000+0000,2008-09-18T23:00:36.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,janstey,Jonathan Anstey,America/New_York,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-500,Typo in StickyLoadBalanceStrategy,Bug,Done,Fixed,camel-core,"Typo in StickyLoadBalanceStrategy causes class member loadBalancerType not getting initialized.

  public StickyLoadBalanceStrategy(ExpressionType expressionType, LoadBalancerType loadBalancerTyep) {
",Major,"",1.4.0,"",0,0,2008-05-10T17:17:43.000+0000,2008-05-30T08:38:57.000+0000,2008-05-11T02:14:00.000+0000,wtam@iona.com,William Tam,Etc/UTC,njiang,Willem Jiang,Asia/Shanghai,wtam@iona.com,William Tam,Etc/UTC,camel
CAMEL-499,camel-core does not compile on HP-UX,Bug,Done,Fixed,camel-core,"camel-core/src/main/java/org/apache/camel/model/ProcessorType.java:[871,12] inconvertible types
 found   : org.apache.camel.model.ProcessorType<Type>
 required: org.apache.camel.model.InterceptType

camel-core/src/main/java/org/apache/camel/model/ProcessorType.java:[872,39] inconvertible types
 found   : org.apache.camel.model.ProcessorType<Type>
 required: org.apache.camel.model.InterceptType

camel-core/src/main/java/org/apache/camel/model/ProcessorType.java:[884,12] inconvertible types
 found   : org.apache.camel.model.ProcessorType<Type>
 required: org.apache.camel.model.InterceptType

camel-core/src/main/java/org/apache/camel/model/ProcessorType.java:[885,38] inconvertible types
 found   : org.apache.camel.model.ProcessorType<Type>
 required: org.apache.camel.model.InterceptType ",Major,1.3.0,1.4.0,"",0,0,2008-05-08T17:24:17.000+0000,2008-07-06T06:35:10.000+0000,2008-05-09T05:09:04.000+0000,janstey,Jonathan Anstey,America/New_York,janstey,Jonathan Anstey,America/New_York,janstey,Jonathan Anstey,America/New_York,camel
CAMEL-498,file endpoint with noop=true does not detect old files moved into a directory,Bug,Done,Fixed,"",,Major,1.3.0,1.4.0,"",0,0,2008-05-08T09:09:35.000+0000,2008-07-11T04:21:45.000+0000,2008-05-08T18:22:49.000+0000,jstrachan,James Strachan,Etc/UTC,jstrachan,James Strachan,Etc/UTC,jstrachan,James Strachan,Etc/UTC,camel
CAMEL-497,upgrade CXF version from 2.0.5 to 2.0.6,Task,Done,Fixed,camel-cxf,"Since CXF 2.0.6 released for a while,  we need to upgrade the CXF to 2.0.6.",Major,"",1.4.0,"",0,0,2008-05-08T08:52:06.000+0000,2008-06-05T09:22:40.000+0000,2008-05-20T06:37:51.000+0000,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,camel
CAMEL-496,Mail component - polling to often with default settings,Sub-task,Done,Fixed,camel-mail,,Major,1.3.0,1.4.0,"",0,0,2008-05-08T07:49:22.000+0000,2008-05-12T07:46:40.000+0000,2008-05-09T04:57:26.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-495,Mail component - smtp is invalid for consuming,Sub-task,Done,Fixed,"",I should add some validation logic in the endpoint when an consumer is created to scan for smtp that is invalid. (Added on my ticket list now),Minor,1.3.0,1.4.0,"",0,0,2008-05-08T07:42:01.000+0000,2008-05-12T07:46:40.000+0000,2008-05-09T04:17:29.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-494,CamelBeanPostProcessor.camelContext cannot be injected if SpringCamelContext is proxied (e.g. AOP),Bug,Done,Cannot Reproduce,camel-spring,"Because CamelBeanPostProcessor.setCamelContext(SpringCamelContext) takes the class SpringCamelContext as its parameter, bean initialization fails if SpringCamelContext is proxied.  The error is as follows:

{code}
org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'camelContext:beanPostProcessor': Initialization of bean failed; nested exception is org.springframework.beans.TypeMismatchException: Failed to convert property value of type [$Proxy61] to required type [org.apache.camel.spring.SpringCamelContext] for property 'camelContext'; nested exception is java.lang.IllegalArgumentException: Cannot convert value of type [$Proxy61] to required type [org.apache.camel.spring.SpringCamelContext] for property 'camelContext': no matching editors or conversion strategy found
{code}

In my project's Spring conf, we declare <aop:aspectj-autoproxy/>, which causes all Spring beans to be proxied.  This triggers the problem shown above.  The problem should be reproducible by adding <aop:aspectj-autoproxy/> to any Spring config that uses <camel:camelContext>.

The fix will be to separate the interface and class for SpringCamelContext, and use the interface where appropriate.",Major,1.3.0;1.4.0,1.4.0,"",0,1,2008-05-05T14:07:00.000+0000,2009-02-16T05:53:17.000+0000,2008-08-23T07:40:19.000+0000,deansher,Dean Thompson,Etc/UTC,davsclaus,Claus Ibsen,Europe/Berlin,deansher,Dean Thompson,Etc/UTC,camel
CAMEL-493,camel-mail add support for NNTP protocol,New Feature,Done,Won't Fix,camel-mail,"The camel mail component registers nntp as a supported protocol but there is no javacode or documentation how to use it. It is currently not support out-of-the-box in Camel.
This feature has been requested by an end-user by private mail correspondence. 

",Major,1.3.0,Future,"",1,1,2008-05-04T07:31:50.000+0000,2010-02-07T09:54:14.000+0000,2009-11-12T19:56:47.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,,,,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-492,"Mail component multiple destinations as TO, CC and BCC",Sub-task,Done,Fixed,"",,Major,1.3.0,1.4.0,"",0,0,2008-05-03T06:36:08.000+0000,2008-05-12T07:46:40.000+0000,2008-05-03T13:36:32.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-491,Mail component secure protocols with SSL,Sub-task,Done,Fixed,camel-mail,"Created this subtask to spin off work from CAMEL-335

ServiceMix 3 has support for secure protocols. Lars pointed to the code we could use for inspiration.
Camel should support these schemes
- pop3s
- imaps
- smtps
",Major,1.3.0,1.4.0,"",0,0,2008-05-03T06:35:06.000+0000,2008-05-12T07:46:40.000+0000,2008-05-10T12:43:56.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-490,Allow for persistent replyTo destinations,Improvement,Done,Fixed,camel-jms,"Currently if there is a two way route using jms component replies are collected via a temporary destination. However it is also desirable to be able to have a persistent queue to be used as replyTo destination. 

The attached patch address this requirement.

in order to have a persistent replyTo destination used in your route the route should look like this:

from(""amq-1:queue:foo?replyTo=fooReply"").to(...)

There are two strategies for correlating requests and replies when the replyTo destination is a persistent one.

1. This is the same strategy that used when used with temporary replyTo destination. Either JMSCorrelationID or MessageID are used. No changes are needed to have JMSCorrelationID to correlate request with reply and useMessgeIDAsCorrelationID=true needs to be passed into the route URI or via configuration for using MessageID as correlation id. 

For example: ""amq-1:queue:foo?useMessgeIDAsCorrelationID=true&replyTo=queue:fooReply""

However because this is a persistent replyTo destination and a shared resource the implementation has to dynamically update the consumer's selector waiting on possible replies in order to avoid consuming someone else's messages. This is very inefficient in JMS. 

So to deal with this issues a second strategy is introduced.

2. The second strategy is to use a well known selector name that you provide at configuration time. This selector will then be used to create a reply awaiting consumer with a unique value for each of those consumer instances. To pass the selector name use this configuration property ""replyToDestinationSelectorName"".  

For example: ""amq-1:queue:foo?replyToDestinationSelectorName=replySelector&replyTo=queue:fooReply""

This selector will be available in the Exchange's incoming message header in your ultimate destination processor or as a String property in JMSMessage. You will need to copy this property back into the reply message so that the reply consumer will have its selector match the reply's message selector value and receive the message

This is a cumulative patch that address this Jira as well: https://issues.apache.org/activemq/browse/CAMEL-474

",Major,1.3.0,1.4.0,"",0,0,2008-05-03T01:39:19.000+0000,2008-05-12T07:20:07.000+0000,2008-05-07T13:48:07.000+0000,marat,Marat Gubaidullin,America/New_York,njiang,Willem Jiang,Asia/Shanghai,marat,Marat Gubaidullin,America/New_York,camel
CAMEL-489,file component can't handle ArrayList Exchange body,Bug,Done,Won't Fix,camel-core,"For CXF usage, the exchange body needs to be an array list (or list of strings) to hold the Web service request's parameters.  However file components are failing if that is the datatype of the Exchange message.

The source file at the bottom runs fine, giving this output:

i is: 0
i is: 1
i is: 2
This was called - Body: 0
In file's process
This was called - Body: 1
In file's process
This was called - Body: 2
In file's process

However, if I change the one line of code below marked ""----->""  with ""params"" instead of ""Hello!"", this is the output:

i is: 0
This was called - Body: 0
i is: 1
i is: 2
This was called - Body: 1
This was called - Body: 2

The ""In file's process"" never appears, because for some reason the file component cannot handle the fact that the Exchange body is a list array.  It appears that either the Camel code needs to be changed to allow arraylists for file components, or some exception should be raised--it presently just runs quietly, not giving the user the feedback that an invalid body type is given.

Source file:
{code}
package com.mycompany.camel;

import java.util.ArrayList;
import java.util.List;

import javax.jms.ConnectionFactory;

import org.apache.activemq.ActiveMQConnectionFactory;
import org.apache.camel.CamelContext;
import org.apache.camel.CamelTemplate;
import org.apache.camel.component.cxf.CxfConstants;
import org.apache.camel.Exchange;
import org.apache.camel.Processor;
import org.apache.camel.builder.RouteBuilder;
import org.apache.camel.component.jms.JmsComponent;
import org.apache.camel.impl.DefaultCamelContext;

/**
 * Hello world!
 * 
 */
public class CamelSample2 {
   private CamelSample2() {
   }

   public static void main(String[] args) {
      CamelSample2 cs = new CamelSample2();
      try {
         cs.run();
      } catch (Exception e) {
      }
   }

   private void run() throws Exception {
      CamelContext context = new DefaultCamelContext();
      
      ConnectionFactory connectionFactory = new ActiveMQConnectionFactory(
            ""vm://localhost?broker.persistent=false"");
      context.addComponent(""test-jms"", JmsComponent
            .jmsComponentAutoAcknowledge(connectionFactory));

      context.addRoutes(new RouteBuilder() {
         public void configure() {

            from(""test-jms:queue:test.queue"").process(new Processor() {
               public void process(Exchange e) {
                   System.out.println(""This was called - Body: "" + e.getIn().getBody(String.class));
                   final List<String> params = new ArrayList<String>();
                   params.add(e.getIn().getBody(String.class));
---->            e.getOut().setBody(""Hello"");  // params);
                 }
               
           }).to(""file://testfile.txt"").process(new Processor() {
              public void process(Exchange e) {
                 System.out.println(""In file's process"");
                }
               });
           }
      });
            
      CamelTemplate template = new CamelTemplate(context);
      context.start();
      for (int i = 0; i < 3; i++) {
         System.out.println(""i is: "" + i);
         template.sendBody(""test-jms:queue:test.queue"", """" + i);
      }
      Thread.sleep(60000 * 3);  
      context.stop();
   }
}
{code}
",Minor,1.3.0,1.4.0,"",0,0,2008-05-02T01:25:00.000+0000,2008-10-23T20:01:02.000+0000,2008-05-06T07:47:19.000+0000,gmazza,Glen Mazza,America/Havana,davsclaus,Claus Ibsen,Europe/Berlin,gmazza,Glen Mazza,America/Havana,camel
CAMEL-488,Added an option for the camel-cxf producer to call the service with wrapped parameter,New Feature,Done,Fixed,camel-cxf,"CXF client provides calling the web service with wrapped parameters, we may need an option for the camel-cxf provider to invoke the service with wrapped parameters.",Major,"",1.4.0,"",0,0,2008-05-01T08:37:19.000+0000,2008-06-05T09:22:21.000+0000,2008-05-07T13:47:15.000+0000,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,camel
CAMEL-487,Added document and example to show how to use camel-cxf's consumer and producer separately,Task,Done,Fixed,camel-cxf,"To show how to set response back for the camel-cxf consumer , and how to set the request parameters for the camel-cxf provider.
",Major,1.3.0,1.4.0,"",0,0,2008-05-01T08:30:42.000+0000,2008-06-05T09:22:08.000+0000,2008-05-07T14:40:06.000+0000,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,camel
CAMEL-486,Allow changing of ExchangePattern for an endpoint to be set through the DSL,Improvement,Done,Fixed,camel-core,"It has been requested a number of times on the mailing list that it be possible to specify the exchange pattern when routing to an endpoint.
This would allow for drop offs into a JMS whilst still allowing a client using InOut to receive a response.

See:
http://www.nabble.com/Put-to-queue-and-continue-processing-td16850731s22882.html
http://www.nabble.com/Request-Reponse-with-Camel-td16326382s22882.html
",Major,1.3.0,1.6.0;2.0-M1,"",1,2,2008-04-28T13:32:10.000+0000,2009-07-31T06:33:32.000+0000,2008-12-11T11:35:09.000+0000,pledge,Martin Gilday,Etc/UTC,,,,pledge,Martin Gilday,Etc/UTC,camel
CAMEL-485,Document - Consumer options for delay etc should be documented on wiki,Task,Done,Fixed,documentation,All the consumer components extends ScheduledPollConsumer that have special consumer options for delay etc. This should be more clearly documented as most components have a consumer side as well.,Minor,1.4.0,1.4.0,"",0,0,2008-04-28T04:31:15.000+0000,2008-07-17T12:01:14.000+0000,2008-07-16T08:05:21.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,njiang,Willem Jiang,Asia/Shanghai,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-484,Documentation for components should more clearly state options for either consumers and producers or both,Improvement,Done,Won't Fix,documentation,The options for all the components are documented in one big table. We should either add a new column to state if the option is only for producer or consumer or both etc.,Major,1.2.0;1.3.0,Future,"",0,0,2008-04-27T07:46:26.000+0000,2010-02-07T09:54:14.000+0000,2009-11-12T20:00:17.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,,,,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-483,Intermittent failures of TransactedJmsRouteTest,Bug,Done,Fixed,camel-jms,,Major,1.3.0,1.4.0,"",0,0,2008-04-25T12:29:52.000+0000,2008-07-06T06:35:10.000+0000,2008-06-17T19:08:23.000+0000,hadrian,Hadrian Zbarcea,America/New_York,jstrachan,James Strachan,Etc/UTC,hadrian,Hadrian Zbarcea,America/New_York,camel
CAMEL-482,Incorrect behavior of intercept() if more than one route configured,Bug,Done,Fixed,camel-core,"With the RouteBuilder defining more than one route, the intercept() will actually have one instance of the interceptor shared among routes which causes the odd behavior of proceeding to a destination in all routes.  For instance in the example below, sending a message to ""direct:foo"" will cause both ""mock:one"" and ""mock:two"" to receive a message.

{code}
    protected RouteBuilder createRouteBuilder() throws Exception {
        return new RouteBuilder() {
            public void configure() throws Exception {
                intercept().to(""log:foo"").proceed();

                from(""direct:foo"").to(""mock:one"");
                from(""direct:bar"").to(""mock:two"");
            }
        };
    }
{code}
",Major,1.3.0,1.4.0,"",1,1,2008-04-24T21:30:28.000+0000,2008-07-11T04:21:45.000+0000,2008-06-19T01:26:28.000+0000,hadrian,Hadrian Zbarcea,America/New_York,hadrian,Hadrian Zbarcea,America/New_York,hadrian,Hadrian Zbarcea,America/New_York,camel
CAMEL-481,Interceptors to proceed by default,Improvement,Done,Fixed,camel-core,"intercept().to(...) should proceed by default, without and explicit .proceed().  To stop processing after intercept use the following syntax:
intercept(false).to(intercept-endpoint)

View nabble thread:
http://www.nabble.com/interceptors---something-is-terrible-wrong-td16661322s22882.html#a16661322
",Major,1.3.0;1.4.0,1.4.0,"",0,1,2008-04-24T20:31:53.000+0000,2008-07-11T04:21:45.000+0000,2008-06-26T19:14:10.000+0000,hadrian,Hadrian Zbarcea,America/New_York,hadrian,Hadrian Zbarcea,America/New_York,hadrian,Hadrian Zbarcea,America/New_York,camel
CAMEL-480,missing dependency in example-docs/pom.xml on jaxb-impl 2.1,Bug,Done,Won't Fix,examples,"I have installed jaxb-api 2.1 via the endorsed mechanism, as is necessary for compiling camel.
Now the camel-example-docs depends on the corresponding implementation, but its missing in the pom file.

To have
 mvn camel:dot
do what it should, I had to add

<dependency>
  <groupId>com.sun.xml.bind</groupId>
  <artifactId>jaxb-impl</artifactId>
</dependency>

to
 camel-1.3.0/examples/camel-example-docs/pom.xml
",Minor,1.3.0,1.4.0,"",0,0,2008-04-23T18:32:34.000+0000,2008-07-11T04:21:45.000+0000,2008-07-07T08:22:40.000+0000,ag,Axel G,Etc/UTC,davsclaus,Claus Ibsen,Europe/Berlin,ag,Axel G,Etc/UTC,camel
